step,time_s,T_J1_rad,T_J2_rad,T_J3_rad,T_J4_rad,T_J5_rad,T_J6_rad,A_J1_rad,A_J2_rad,A_J3_rad,A_J4_rad,A_J5_rad,A_J6_rad,Eabs_J1_rad,Eabs_J2_rad,Eabs_J3_rad,Eabs_J4_rad,Eabs_J5_rad,Eabs_J6_rad
895,2.2375000000000003,1.383075405243432,0.24095353837254407,-0.1868588179212223,-1.0837454397677133,1.4839005014898934,1.45437784554536,1.3801526700385924,0.23015330795529598,-0.16954627019373492,-1.0840220804694454,1.4814201255389232,1.4568704393570258,0.002922735204839544,0.010800230417248091,0.017312547727487387,0.000276640701732056,0.0024803759509701706,0.0024925938116657775
896,2.24,1.3831243675179212,0.24134535744447266,-0.18732953364897414,-1.0837387157930989,1.4839806325900915,1.4543308282049667,1.3801526700385924,0.23015330795529598,-0.16954627019373492,-1.0840220804694454,1.4814201255389232,1.4568704393570258,0.0029716974793287942,0.01119204948917668,0.01778326345523923,0.000283364676346487,0.0025605070511682815,0.002539611152059029
897,2.2425,1.3831730971376088,0.24173558813049806,-0.1877984669540125,-1.083732017511092,1.4840604680730807,1.4542838748082143,1.3801526700385924,0.23092048564848033,-0.17108062558010362,-1.0840220804694454,1.4814201255389232,1.4568704393570258,0.0030204270990163984,0.010815102482017724,0.016717841373908887,0.00029006295835332097,0.0026403425341574582,0.002586564548811454
898,2.245,1.3832215944409874,0.24212422963570368,-0.1882656153403945,-1.0837253449769941,1.484140007436898,1.4542369870130294,1.3801526700385924,0.23168766334166468,-0.17108062558010362,-1.0840220804694454,1.4814201255389232,1.4568704393570258,0.0030689244023949236,0.010436566294038996,0.01718498976029087,0.00029673549245123887,0.002719881897974785,0.0026334523439963675
899,2.2475,1.3832698597646853,0.2425112811659909,-0.18873097631855607,-1.0837186982454756,1.4842192501805223,1.4541901664715216,1.3801526700385924,0.23168766334166468,-0.17108062558010362,-1.0840220804694454,1.4814201255389232,1.4568704393570258,0.0031171897260928727,0.010823617824326226,0.017650350738452447,0.00030338222396975034,0.002799124641599038,0.002680272885504209
900,2.25,1.3833178934434769,0.24289674192810493,-0.18919454740535377,-1.0837120773705804,1.484298195803886,1.454143414829971,1.3801526700385924,0.23245484103484904,-0.17184780327328797,-1.0840220804694454,1.4814201255389232,1.4568704393570258,0.003165223404884454,0.01044190089325589,0.0173467441320658,0.0003100030988649749,0.0028780702649626733,0.0027270245270547555
901,2.2525,1.383365695810284,0.24328061112966082,-0.18965632612410643,-1.0837054824057315,1.4843768438078886,1.4540967337288189,1.3801526700385924,0.2332220187280334,-0.17184780327328797,-1.0840220804694454,1.4814201255389232,1.4568704393570258,0.00321302577169158,0.01005859240162743,0.017808522850818465,0.0003165980637138688,0.002956718268965375,0.0027737056282068906
902,2.255,1.3834132671961856,0.24366288797916888,-0.1901163100046365,-1.083698913403735,1.48445519369441,1.4540501248026565,1.3801526700385924,0.2332220187280334,-0.17261498096647232,-1.0840220804694454,1.4814201255389232,1.4568704393570258,0.0032605971575931925,0.010440869251135493,0.017501329038164176,0.0003231670657104502,0.0030350681554867087,0.002820314554369263
903,2.2575,1.3834606079304215,0.2440435716860611,-0.1905744965833117,-1.0836923704167836,1.484533244966322,1.4540035896802141,1.3801526700385924,0.23398919642121774,-0.17338215865965667,-1.0840220804694454,1.4814201255389232,1.4568704393570258,0.003307937891829038,0.010054375264843374,0.017192337923655016,0.0003297100526618024,0.0031131194273987806,0.0028668496768116114
904,2.2600000000000002,1.383507718340399,0.24442266146071695,-0.19103088340308694,-1.0836858534964635,1.4846109971275034,1.453957129984353,1.3801526700385924,0.23398919642121774,-0.17414933635284102,-1.0840220804694454,1.4814201255389232,1.4568704393570258,0.0033550483018065513,0.010433465039499212,0.016881547050245915,0.0003362269729818568,0.003190871588580224,0.0029133093726727566
905,2.2625,1.3835545987516975,0.2448001565144891,-0.19148546801354593,-1.0836793626937564,1.4846884496828516,1.4539107473320514,1.3801526700385924,0.2347563741144021,-0.17414933635284102,-1.0840220804694454,1.4814201255389232,1.4568704393570258,0.0034019287131050735,0.01004378240008702,0.017336131660704912,0.0003427177756889499,0.003268324143928414,0.0029596920249743697
906,2.265,1.383601249488076,0.24517605605972953,-0.19193824797094294,-1.0836728980590458,1.4847656021382956,1.4538644433343961,1.3801526700385924,0.2347563741144021,-0.17491651404602537,-1.0840220804694454,1.4814201255389232,1.4568704393570258,0.003448579449483624,0.010419681945327441,0.01702173392491757,0.0003491824103996066,0.0033454765993723434,0.003005996022629631
907,2.2675,1.3836476708714784,0.2455503593098154,-0.1923892208382446,-1.0836664596421204,1.4848424540008092,1.4538182195965703,1.3801526700385924,0.2347563741144021,-0.17568369173920972,-1.0840220804694454,1.4814201255389232,1.4568704393570258,0.0034950008328860083,0.010793985195413303,0.016705529099034888,0.00035562082732498723,0.0034223284618859484,0.0030522197604554435
908,2.27,1.383693863222037,0.24592306547917508,-0.19283838418517202,-1.0836600474921796,1.484919004778424,1.4537720777178442,1.3801526700385924,0.2347563741144021,-0.17568369173920972,-1.0840220804694454,1.4814201255389232,1.4568704393570258,0.003541193183444591,0.011166691364772996,0.017154692445962294,0.00036203297726578043,0.003498879239500763,0.003098361639181535
909,2.2725,1.3837398268580818,0.24629417378331403,-0.19328573558824225,-1.083653661657837,1.4849952539802427,1.4537260192915635,1.3801526700385924,0.23552355180758644,-0.17645086943239385,-1.0840220804694454,1.4814201255389232,1.4568704393570258,0.003587156819489401,0.01077062197572759,0.016834866155848394,0.0003684188116084286,0.003575128441319464,0.003144420065462228
910,2.275,1.3837855620961423,0.24666368343884115,-0.19373127263081066,-1.0836473021871251,1.4850712011164502,1.4536800459051378,1.3801526700385924,0.2362907295007708,-0.17645086943239385,-1.0840220804694454,1.4814201255389232,1.4568704393570258,0.003632892057549908,0.010372953938070362,0.01728040319841681,0.0003747782823202428,0.0036510755775269743,0.003190393451887985
911,2.2775,1.3838310692509563,0.247031593663494,-0.19417499290311274,-1.0836409691275013,1.4851468456983286,1.4536341591400312,1.3801526700385924,0.2362907295007708,-0.17721804712557798,-1.0840220804694454,1.4814201255389232,1.4568704393570258,0.003678399212363903,0.010740864162723213,0.01695694577753476,0.0003811113419440737,0.003726720159405339,0.0032362802169945137
912,2.2800000000000002,1.383876348635473,0.2473979036761652,-0.194616894002306,-1.0836346625258488,1.4852221872382683,1.4535883605717497,1.3801526700385924,0.2362907295007708,-0.17721804712557798,-1.0840220804694454,1.4814201255389232,1.4568704393570258,0.0037236785968806085,0.011107174175394419,0.01739884687672802,0.00038741794359653525,0.0038020616993450496,0.003282078785276088
913,2.2825,1.3839214005608604,0.24776261269692848,-0.19505697353251206,-1.0836283824284854,1.485297225249783,1.4535426517698309,1.3801526700385924,0.23705790719395492,-0.17875240251194668,-1.0840220804694454,1.4814201255389232,1.4568704393570258,0.0037687305222680045,0.01070470550297356,0.016304571020565373,0.00039369804096001104,0.0038770997108596994,0.0033277875871948748
914,2.285,1.383966225336509,0.24812571994706473,-0.1954952291048589,-1.0836221288811645,1.4853719592475185,1.4534970342978342,1.3801526700385924,0.23782508488713927,-0.17875240251194668,-1.0840220804694454,1.4814201255389232,1.4568704393570258,0.0038135552979166043,0.010300635059925456,0.016742826592912208,0.00039995158828087796,0.003951833708595309,0.003373405059191592
915,2.2875,1.384010823270038,0.24848722464908768,-0.1959316583375227,-1.0836159019290807,1.4854463887472709,1.453451509713327,1.3801526700385924,0.23782508488713927,-0.17875240251194668,-1.0840220804694454,1.482954480925292,1.4568704393570258,0.0038581532314456712,0.010662139761948408,0.01717925582557603,0.0004061785403646212,0.0024919078219789448,0.0034189296436988315
916,2.29,1.3840551946673014,0.2488471260267699,-0.19636625885577016,-1.0836097016168749,1.485520513265994,1.453406079567876,1.3801526700385924,0.23782508488713927,-0.1802867578983154,-1.0840220804694454,1.482954480925292,1.4568704393570258,0.003902524628708992,0.011022041139630623,0.01607950095745478,0.0004123788525705052,0.0025660323407021846,0.003464359789149718
917,2.2925,1.3840993398323922,0.24920542330516893,-0.19679902829200044,-1.0836035279886378,1.485594332321816,1.453360745407034,1.3801526700385924,0.23859226258032362,-0.1802867578983154,-1.0840220804694454,1.482954480925292,1.4568704393570258,0.003946669793799762,0.010613160724845305,0.016512270393685052,0.0004185524808075769,0.0026398513965240067,0.003509693949991677
918,2.295,1.3841432590676481,0.2495621157106533,-0.19722996428578754,-1.0835973810879143,1.4856678454340497,1.453315508770331,1.3801526700385924,0.23859226258032362,-0.1802867578983154,-1.0840220804694454,1.482954480925292,1.4568704393570258,0.003990589029055691,0.010969853130329665,0.016943206387472154,0.00042469938153111286,0.0027133645087578095,0.003554930586694649
919,2.2975,1.3841869526736563,0.24991720247092833,-0.1976590644839223,-1.0835912609577076,1.4857410521232066,1.453270371191261,1.3801526700385924,0.23935944027350775,-0.18105393559149974,-1.0840220804694454,1.482954480925292,1.4568704393570258,0.0040342826350638905,0.010557762197420578,0.01660512889242255,0.0004308195117377345,0.0027865711979147,0.003600068165764858
920,2.3000000000000003,1.3842304209492606,0.2502706828150622,-0.19808632654045463,-1.083585167640485,1.4858139519110096,1.4532253341972705,1.3801526700385924,0.23935944027350775,-0.1818211132846841,-1.0840220804694454,1.4844888363116606,1.4568704393570258,0.004077750910668199,0.010911242541554456,0.016265213255770544,0.0004369128289603008,0.0013251155993490027,0.0036451051597552464
921,2.3025,1.3842736641915636,0.25062255597351185,-0.198511748116736,-1.0835791011781808,1.4858865443204032,1.453180399309749,1.3801526700385924,0.23935944027350775,-0.1818211132846841,-1.0840220804694454,1.4844888363116606,1.4568704393570258,0.00412099415297118,0.0112631157000041,0.01669063483205191,0.000442979291264578,0.0013977080087426152,0.003690040047276799
922,2.305,1.3843166826959346,0.2509728211781489,-0.19893532688146115,-1.0835730616122001,1.48595882887557,1.4531355680440163,1.3801526700385924,0.2401266179666921,-0.18258829097786844,-1.0840220804694454,1.4844888363116606,1.4568704393570258,0.00416401265734212,0.010846203211456795,0.01634703590359271,0.0004490188572452425,0.0014699925639094502,0.0037348713130094247
923,2.3075,1.384359476756013,0.2513214776622856,-0.19935706051071073,-1.0835670489834253,1.4860308051019402,1.4530908419093107,1.3801526700385924,0.2401266179666921,-0.18258829097786844,-1.0840220804694454,1.4844888363116606,1.4568704393570258,0.004206806717420575,0.011194859695593473,0.016768769532842287,0.0004550314860201077,0.0015419687902795687,0.003779597447715055
924,2.31,1.3844020466637144,0.25166852466070117,-0.1997769466879934,-1.0835610633322181,1.4861024725262053,1.4530462224087795,1.3801526700385924,0.24089379565987645,-0.1833554686710528,-1.0840220804694454,1.4860231916980293,1.4568704393570258,0.004249376625121926,0.010774729000824712,0.016421478016940605,0.0004610171372272376,7.928082817598714e-05,0.003824216948246306
925,2.3125,1.3844443927092345,0.25201396140966675,-0.20019498310428802,-1.0835551046984255,1.4861738306763308,1.4530017110394642,1.3801526700385924,0.2416609733530608,-0.1833554686710528,-1.0840220804694454,1.4860231916980293,1.4568704393570258,0.00429172267064204,0.01035298805660595,0.016839514433235225,0.00046697577101983967,0.0001506389783014761,0.003868728317561576
926,2.315,1.384486515181056,0.2523577871469724,-0.2006111674580861,-1.083549173121383,1.4862448790815679,1.4529573092922927,1.3801526700385924,0.24242815104624515,-0.1848898240574215,-1.0840220804694454,1.4860231916980293,1.4568704393570258,0.004333845142463488,0.009929636100727224,0.01572134340066461,0.0004729073480622681,0.0002216873835385602,0.003913130064733039
927,2.3175,1.3845284143659513,0.2527000011119523,-0.20102549745543385,-1.0835432686399191,1.4863156172724672,1.4529130186520653,1.3801526700385924,0.2431953287394295,-0.1848898240574215,-1.0840220804694454,1.4860231916980293,1.4568704393570258,0.004375744327358877,0.009504672372522782,0.016135673398012362,0.0004788118295262489,0.0002924255744378712,0.003957420704960413
928,2.32,1.384570090548989,0.25304060254551103,-0.20143797080997453,-1.0835373912923594,1.4863860447808899,1.4528688405974435,1.3801526700385924,0.2431953287394295,-0.1848898240574215,-1.0840220804694454,1.4860231916980293,1.4568704393570258,0.004417420510396619,0.009845273806081523,0.016548146752553033,0.0004846891770859951,0.00036285308286054807,0.004001598759582281
929,2.3225000000000002,1.3846115440135394,0.253379590690149,-0.2018485852429908,-1.0835315411165314,1.486456161140021,1.4528247766009386,1.3801526700385924,0.24396250643261386,-0.18565700175060562,-1.0840220804694454,1.4860231916980293,1.4568704393570258,0.004458873974946931,0.009417084257535124,0.01619158349238517,0.0004905393529139879,0.0004329694419917818,0.004045662756087198
930,2.325,1.3846527750412765,0.25371696478998873,-0.20225733848344665,-1.083525718149768,1.4865259658843821,1.4527808281289012,1.3801526700385924,0.24396250643261386,-0.18642417944378975,-1.0840220804694454,1.487557547084398,1.4568704393570258,0.004500105002684052,0.009754458357374873,0.015833159039656902,0.0004963623196774236,0.0010315812000158964,0.004089611228124568
931,2.3275,1.3846937839121862,0.25405272409080026,-0.2026642282680302,-1.0835199224289127,1.486595458549842,1.4527369966415062,1.3816870254249611,0.2447296841257982,-0.18642417944378975,-1.0840220804694454,1.487557547084398,1.4568704393570258,0.003006758487225092,0.009323039965002056,0.01624004882424046,0.0005021580405326631,0.0009620885345560382,0.00413344271551952
932,2.33,1.3847345709045693,0.25438686784002745,-0.20306925234119533,-1.083514153990322,1.486664638673631,1.4526932835927457,1.3816870254249611,0.2447296841257982,-0.1871913571369741,-1.0840220804694454,1.487557547084398,1.4568704393570258,0.0030475454796081713,0.009657183714229245,0.015877895204221226,0.000507926479123455,0.000892908410766946,0.004177155764280016
933,2.3325,1.3847751362950464,0.2547193952868135,-0.20347240845520437,-1.083508412869871,1.4867335057943527,1.4526496904304134,1.3816870254249611,0.24549686181898256,-0.18795853483015845,-1.0840220804694454,1.487557547084398,1.4568704393570258,0.0030881108700853144,0.009222533467830918,0.015513873625045915,0.0005136675995742745,0.0008240412900453187,0.004220748926612394
934,2.335,1.3848154803585633,0.25505030568202647,-0.20387369437017,-1.0835026991029582,1.4868020594519953,1.4526062185960942,1.3816870254249611,0.24549686181898256,-0.18795853483015845,-1.0840220804694454,1.4890919024707667,1.4568704393570258,0.0031284549336021428,0.009553443863043909,0.015915159540011548,0.0005193813664872149,0.0022898430187714425,0.004264220760931581
935,2.3375,1.3848556033683952,0.2553795982782857,-0.20427310785409775,-1.0834970127245072,1.4868702991879459,1.4525628695251531,1.3816870254249611,0.24626403951216713,-0.18795853483015845,-1.0840220804694454,1.4890919024707667,1.4568704393570258,0.003168577943434059,0.009115558766118581,0.016314573023939294,0.0005250677449382124,0.0022216032828208387,0.004307569831872637
936,2.34,1.3848955055961512,0.2557072723299869,-0.20467064668292795,-1.083491353768973,1.4869382245449998,1.4525196446467223,1.3816870254249611,0.24703121720535148,-0.1887257125233428,-1.0840220804694454,1.4890919024707667,1.4568704393570258,0.00320848017119002,0.008676055124635429,0.015944934159585145,0.0005307267004723837,0.002153677925766928,0.004350794710303418
937,2.3425000000000002,1.3849351873117794,0.25603332709332816,-0.20506630864057807,-1.0834857222703453,1.4870058350673756,1.45247654538369,1.3832213808113298,0.24703121720535148,-0.18949289021652715,-1.0840220804694454,1.4890919024707667,1.4568704393570258,0.0017138065004496106,0.009002109887976673,0.015573418424050911,0.0005363581991000288,0.002086067403391123,0.004393893973335672
938,2.345,1.3849746487835717,0.25635776182633574,-0.20546009151898453,-1.0834801182621527,1.487073130300726,1.452433573152688,1.3832213808113298,0.24703121720535148,-0.18949289021652715,-1.0840220804694454,1.4890919024707667,1.4568704393570258,0.0017532679722418454,0.009326544620984256,0.01596720130245738,0.0005419622072926344,0.0020187721700406502,0.004436866204337697
939,2.3475,1.385013890278168,0.2566805757888893,-0.2058519931181455,-1.0834745417774667,1.4871401097921504,1.452390729364081,1.3832213808113298,0.24703121720535148,-0.18949289021652715,-1.0840220804694454,1.4890919024707667,1.4568704393570258,0.0017925094668380659,0.009649358583537826,0.01635910290161835,0.0005475386919786551,0.0019517926786163375,0.00447970999294478
940,2.35,1.3850529120605606,0.257001768242748,-0.2062420112461622,-1.0834689928489056,1.4872067730902059,1.452348015421953,1.3832213808113298,0.24703121720535148,-0.1902600679097115,-1.0840220804694454,1.4890919024707667,1.4568704393570258,0.0018315312492307445,0.009970551037396524,0.0159819433364507,0.0005530876205397384,0.001885129380560846,0.004522423935072739
941,2.3525,1.385091714394099,0.2573213384515759,-0.20663014371928165,-1.0834634715086393,1.4872731197449214,1.452305432724096,1.3832213808113298,0.24779839489853583,-0.19102724560289586,-1.0840220804694454,1.4890919024707667,1.4568704393570258,0.0018703335827692236,0.009522943553040064,0.015602898116385794,0.0005586089608060618,0.001818782725845347,0.004565006632929691
942,2.355,1.3851302975404947,0.2576392856809671,-0.2070163883619383,-1.0834579777883921,1.4873391493078076,1.452262982661999,1.3832213808113298,0.24856557259171996,-0.19102724560289586,-1.0840220804694454,1.4890919024707667,1.4568704393570258,0.0019089167291648224,0.009073713089247148,0.015989142759042452,0.0005641026810532246,0.0017527531629590865,0.004607456695026713
943,2.3575,1.385168661759825,0.2579556091984724,-0.20740074300679623,-1.083452511719448,1.487404861331871,1.4522206666208353,1.3832213808113298,0.24856557259171996,-0.19102724560289586,-1.0840220804694454,1.4890919024707667,1.4568704393570258,0.001947280948495056,0.009390036606752417,0.016373497403900372,0.0005695687499973623,0.0016870411388956175,0.004649772736190494
944,2.36,1.385206807310538,0.2582703082736237,-0.20778320549479104,-1.083447073332654,1.4874702553716244,1.4521784859794498,1.3832213808113298,0.24856557259171996,-0.19102724560289586,-1.0840220804694454,1.4890919024707667,1.455336083970657,0.001985426499208076,0.00970473568190372,0.016755959891895184,0.0005750071367913723,0.0016216470991423648,0.003157597991207295
945,2.3625000000000003,1.385244734449456,0.25858338217795956,-0.20816377367517203,-1.0834416626584242,1.4875353309830994,1.4521364421103484,1.3832213808113298,0.24933275028490431,-0.19102724560289586,-1.0840220804694454,1.4890919024707667,1.455336083970657,0.002023353638126224,0.00925063189305525,0.01713652807227617,0.0005804178110211389,0.001556571487667302,0.003199641860308633
946,2.365,1.3852824434317819,0.2588948301850515,-0.20854244540554367,-1.0834362797267436,1.4876000877238587,1.4520945363796844,1.3832213808113298,0.24933275028490431,-0.19256160098926456,-1.0840220804694454,1.4906262578571354,1.455336083970657,0.0020610626204520255,0.00956207990014718,0.015980844416279116,0.0005858007427017586,0.003026170133276773,0.0032415475909726155
947,2.3675,1.3853199345111014,0.25920465157052863,-0.20891921855190793,-1.0834309245671727,1.4876645251530078,1.4520527701472483,1.3832213808113298,0.24933275028490431,-0.19256160098926456,-1.0840220804694454,1.4906262578571354,1.455336083970657,0.0020985536997715215,0.009871901285624318,0.016357617562643367,0.0005911559022726554,0.0029617327041275843,0.00328331382340874
948,2.37,1.3853572079393879,0.259512845612103,-0.2092940909887058,-1.0834255972088513,1.4877286428312058,1.452011144766455,1.3832213808113298,0.250867105671273,-0.1933287786824489,-1.0840220804694454,1.4906262578571354,1.455336083970657,0.002135827128058043,0.00864573994083001,0.01596531230625689,0.0005964832605940273,0.0028976150259296674,0.003324939204202071
949,2.3725,1.385394263967008,0.25981941158959554,-0.20966706059885934,-1.083420297680501,1.48779244032068,1.4519696615843296,1.3832213808113298,0.250867105671273,-0.19409595637563326,-1.0840220804694454,1.4906262578571354,1.455336083970657,0.002172883155678207,0.008952305918322523,0.015571104223226079,0.000601782788944405,0.0028338175364555074,0.00336642238632745
950,2.375,1.3854311028427242,0.2601243487849606,-0.2100381252738131,-1.0834150260104318,1.4878559171852346,1.4519283219414996,1.3832213808113298,0.250867105671273,-0.19409595637563326,-1.0840220804694454,1.4906262578571354,1.455336083970657,0.0022097220313943566,0.009257243113687585,0.015942168898179843,0.0006070544590135452,0.0027703406719008505,0.0034077620291574906
951,2.3775,1.3854677248136995,0.26042765648231175,-0.21040728291357613,-1.0834097822265434,1.4879190729902643,1.4518871271721798,1.3832213808113298,0.250867105671273,-0.19409595637563326,-1.0840220804694454,1.4906262578571354,1.455336083970657,0.0022463440023696712,0.009560550811038737,0.016311326537942872,0.0006122982429019874,0.0027071848668711596,0.003448956798477232
952,2.38,1.3855041301255024,0.26072933396794684,-0.2107745314267634,-1.0834045663563308,1.487981907302766,1.4518460786041603,1.3832213808113298,0.250867105671273,-0.19409595637563326,-1.0840220804694454,1.4906262578571354,1.455336083970657,0.002282749314172605,0.009862228296673825,0.01667857505113013,0.0006175141131146145,0.0026443505543694013,0.0034900053664967956
953,2.3825,1.38554031902211,0.2610293805303729,-0.21113986873063745,-1.0833993784268874,1.48804441969135,1.4518051775587955,1.3832213808113298,0.250867105671273,-0.1948631340688176,-1.0840220804694454,1.4906262578571354,1.4538017285842884,0.0023189382107802192,0.010162274859099873,0.016276734661819836,0.0006227020425579877,0.0025818381657853884,0.0019965510254928986
954,2.3850000000000002,1.3855762917459127,0.26132779546033147,-0.21150329275114996,-1.0833942184649092,1.4881066097262519,1.4517644253509914,1.3832213808113298,0.2524014610576417,-0.19563031176200196,-1.0840220804694454,1.4906262578571354,1.4538017285842884,0.0023549109345828434,0.00892633440268975,0.015872980989147994,0.0006278620045361283,0.002519648130883567,0.002037303233296983
955,2.3875,1.385612048537718,0.26162457805082373,-0.21186480142298325,-1.0833890864966986,1.488168476979344,1.4517238232891938,1.3832213808113298,0.2524014610576417,-0.19563031176200196,-1.0840220804694454,1.4906262578571354,1.4538017285842884,0.002390667726388074,0.009223116993182012,0.01623448966098129,0.0006329939727467426,0.002457780877791471,0.002077905295094551
956,2.39,1.3856475896367546,0.26191972759713555,-0.2122243926895917,-1.0833839825481677,1.4882300210241477,1.4516833726753757,1.3832213808113298,0.2524014610576417,-0.19563031176200196,-1.0840220804694454,1.4906262578571354,1.4538017285842884,0.0024262088254247693,0.009518266539493836,0.01659408092758974,0.0006380979212776694,0.0023962368329877304,0.002118355908912628
957,2.3925,1.3856829152806773,0.26221324339686236,-0.21258206450324293,-1.0833789066448434,1.4882912414358442,1.451643074805026,1.3832213808113298,0.2524014610576417,-0.1963974894551861,-1.0840220804694454,1.4906262578571354,1.4538017285842884,0.0024615344693474928,0.009811782339220643,0.016184575048056843,0.0006431738246019947,0.0023350164212911917,0.0021586537792623872
958,2.395,1.3857180257055695,0.2625051247499337,-0.21293781482505936,-1.083373858811869,1.4883521377912872,1.4516029309671363,1.3832213808113298,0.2524014610576417,-0.19716466714837022,-1.0840220804694454,1.4906262578571354,1.4538017285842884,0.002496644894239619,0.010103663692291986,0.015773147676689137,0.0006482216575762756,0.002274120065848262,0.0021987976171520263
959,2.3975,1.385752921145948,0.2627953709586389,-0.21329164162505926,-1.0833688390740115,1.4884127096690125,1.4515629424441894,1.3832213808113298,0.25316863875082607,-0.19716466714837022,-1.0840220804694454,1.4906262578571354,1.4538017285842884,0.002531540334618221,0.00962673220781285,0.016126974476689038,0.0006532413954338789,0.0022135481881229158,0.0022387861400989806
960,2.4,1.385787601834768,0.2630839813276513,-0.21364354288219783,-1.0833638474556613,1.4884729566492516,1.4515231105121473,1.3832213808113298,0.25316863875082607,-0.19716466714837022,-1.0840220804694454,1.4906262578571354,1.4538017285842884,0.0025662210234380645,0.009915342576825248,0.016478875733827614,0.000658233013784093,0.0021533012078838176,0.0022786180721410254
961,2.4025,1.385822068003424,0.26337095516405334,-0.21399351658440863,-1.0833588839808383,1.4885328783139415,1.4514834364404388,1.3832213808113298,0.25316863875082607,-0.19793184484155457,-1.0840220804694454,1.4906262578571354,1.4538017285842884,0.0026006871920940533,0.010202316413227275,0.016061671742854056,0.0006631964886070207,0.002093379543193885,0.0023182921438495985
962,2.4050000000000002,1.3858563198817562,0.26365629177736094,-0.21434156072864416,-1.083353948673197,1.488592474246738,1.4514439214919475,1.3832213808113298,0.2539358164440104,-0.19869902253473892,-1.0840220804694454,1.4906262578571354,1.4538017285842884,0.0026349390704263342,0.00972047533335052,0.015642538193905237,0.0006681317962484723,0.0020337836103974105,0.0023578070923409022
963,2.4075,1.3858903576980555,0.2639399904795486,-0.2146876733209172,-1.0833490415560252,1.4886517440330245,1.4514045669229994,1.3832213808113298,0.2539358164440104,-0.19869902253473892,-1.0840220804694454,1.4921606132435041,1.4538017285842884,0.002668976886725627,0.01000417403553816,0.015988650786178282,0.0006730389134201875,0.0035088692104796593,0.0023971616612890045
964,2.41,1.385924181679063,0.2642220505850734,-0.21503185237634143,-1.0833441626522544,1.4887106872599258,1.451365373983351,1.3832213808113298,0.2539358164440104,-0.19869902253473892,-1.0840220804694454,1.4921606132435041,1.4538017285842884,0.002702800867733224,0.010286234141063,0.016332829841602503,0.0006779178171909539,0.0034499259835782947,0.002436354600937385
965,2.4125,1.3859577920499782,0.26450247141090055,-0.21537409591917223,-1.0833393119844583,1.4887693035163179,1.4513263439161768,1.3832213808113298,0.2539358164440104,-0.19869902253473892,-1.0840220804694454,1.4921606132435041,1.4538017285842884,0.0027364112386483175,0.010566654966890132,0.016675073384433303,0.0006827684849870508,0.0033913097271862647,0.002475384668111591
966,2.415,1.3859911890344598,0.26478125227652666,-0.21571440198284747,-1.0833344895748582,1.4888275923928405,1.4512874779580587,1.3847557361976985,0.25470299413719455,-0.20023337792110762,-1.0840220804694454,1.4921606132435041,1.4538017285842884,0.0012354528367612971,0.010078258139332108,0.015481024061739845,0.0006875908945871423,0.0033330208506636705,0.002514250626229675
967,2.4175,1.3860243728546315,0.2650583925040049,-0.21605276861002803,-1.0833296954453275,1.4888855534819059,1.4512487773389715,1.3847557361976985,0.2554701718303789,-0.20023337792110762,-1.0840220804694454,1.4921606132435041,1.4538017285842884,0.0012686366569329977,0.009588220673626024,0.01581939068892041,0.0006923850241178364,0.0032750597615982535,0.002552951245316848
968,2.42,1.3860573437310841,0.26533389141796954,-0.21638919385263852,-1.0833249296173946,1.4889431863777136,1.451210243282273,1.3847557361976985,0.2554701718303789,-0.20023337792110762,-1.0840220804694454,1.4921606132435041,1.4538017285842884,0.0013016075333855959,0.009863719587590636,0.016155815931530898,0.0006971508520507985,0.003217426865790518,0.0025914853020152506
969,2.4225,1.3860901018828802,0.2656077483456596,-0.21672367577190743,-1.0833201921122457,1.4890004906762586,1.4511718770046895,1.3847557361976985,0.2554701718303789,-0.20023337792110762,-1.0840220804694454,1.4921606132435041,1.4538017285842884,0.0013343656851816377,0.010137576515280688,0.016490297850799807,0.0007018883571996426,0.0031601225672455158,0.0026298515795988298
970,2.4250000000000003,1.3861226475275576,0.26587996261694363,-0.21705621243840773,-1.0833154829507303,1.4890574659753433,1.4511336797163061,1.3847557361976985,0.2554701718303789,-0.20100055561429198,-1.0840220804694454,1.4921606132435041,1.4538017285842884,0.0013669113298591107,0.010409790786564732,0.01605565682411575,0.0007065975187150464,0.003103147268160855,0.00266804886798222
971,2.4275,1.386154980881133,0.26615053356434354,-0.2173868019320971,-1.0833108021533628,1.4891141118745899,1.4510956526205538,1.3847557361976985,0.2554701718303789,-0.20176773330747633,-1.0840220804694454,1.4921606132435041,1.4538017285842884,0.0013992446834345529,0.010680361733964638,0.015619068624620785,0.0007112783160825309,0.0030465013689142673,0.002706075963734511
972,2.43,1.3861871021581054,0.26641946052305904,-0.21771544234235796,-1.0833061497403278,1.489170427975449,1.4510577969141965,1.3847557361976985,0.25623734952356325,-0.20176773330747633,-1.0840220804694454,1.4921606132435041,1.4538017285842884,0.0014313659604068274,0.010182110999495786,0.01594770903488163,0.0007159307291175754,0.0029901852680551677,0.0027439316700919036
973,2.4325,1.386219011571459,0.2666867428309916,-0.21804213176803755,-1.0833015257314826,1.489226413881213,1.45102011378732,1.3847557361976985,0.25623734952356325,-0.20330208869384503,-1.0840220804694454,1.4921606132435041,1.4538017285842884,0.0014632753737604531,0.010449393307428334,0.014740043074192521,0.0007205547379627308,0.0029341993622911122,0.002781614796968368
